City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
wanning,18.8,110.4,86.16,78,100,11.86,CN,1596430174
ayan,56.45,138.17,58.89,70,67,12.86,RU,1596430175
obihiro,42.92,143.2,71.6,88,75,6.93,JP,1596430175
tokmak,47.25,35.71,66.29,59,0,4.63,UA,1596430175
sao geraldo do araguaia,-6.4,-48.55,75.02,56,24,0.47,BR,1596430099
tual,-5.67,132.75,77.85,82,76,17.34,ID,1596430176
porto velho,-8.76,-63.9,77.0,53,24,3.36,BR,1596429927
regeneracao,-6.24,-42.69,75.47,58,24,7.65,BR,1596430089
wattegama,6.8,81.48,80.6,94,75,11.41,LK,1596430176
lagoa,39.05,-27.98,70.84,76,1,2.53,PT,1596430176
cairns,-16.92,145.77,75.2,64,90,14.99,AU,1596430177
pokosnoye,55.53,101.05,75.24,45,87,5.91,RU,1596430177
romitan,39.93,64.38,89.6,33,0,4.7,UZ,1596430177
yenotayevka,47.25,47.03,74.23,46,100,2.46,RU,1596430177
tarakan,3.3,117.63,82.92,71,2,6.71,ID,1596430145
roebourne,-20.78,117.13,82.56,24,41,10.92,AU,1596430177
airai,-8.93,125.41,72.7,54,28,3.42,TL,1596430178
isangel,-19.55,169.27,70.95,62,3,11.41,VU,1596429995
tura,25.52,90.22,92.91,58,5,1.03,IN,1596430134
berlevag,70.86,29.09,48.2,93,90,8.05,NO,1596430178
manta,-0.95,-80.73,71.6,88,35,11.41,EC,1596430178
alyangula,-13.85,136.42,84.2,35,44,10.29,AU,1596430179
georgetown,5.41,100.34,89.6,62,20,10.29,MY,1596430148
porto nacional,-10.71,-48.42,77.0,53,10,5.82,BR,1596430179
constitucion,-35.33,-72.42,52.63,89,27,4.0,CL,1596430179
kavieng,-2.57,150.8,84.9,73,71,8.86,PG,1596430180
antalaha,-14.9,50.28,71.82,79,94,16.58,MG,1596430180
la ronge,55.1,-105.28,69.8,68,5,8.05,CA,1596430180
saint-francois,46.42,3.91,62.6,67,100,4.7,FR,1596430180
potchefstroom,-26.72,27.1,43.88,55,0,3.47,ZA,1596430180
lubao,14.92,120.55,93.0,70,40,9.17,PH,1596430181
maragogi,-9.01,-35.22,72.68,79,8,11.03,BR,1596430148
dabakala,8.37,-4.43,68.2,96,100,4.81,CI,1596430181
xianshuigu,38.98,117.38,91.4,70,40,2.24,CN,1596430181
tabou,4.42,-7.35,71.51,80,95,2.42,CI,1596430181
kathu,7.92,98.33,86.0,74,75,13.87,TH,1596430182
athabasca,54.72,-113.29,67.24,88,15,8.43,CA,1596430182
bilibino,68.05,166.44,54.88,50,98,3.36,RU,1596430138
mpika,-11.83,31.45,51.91,84,45,9.28,ZM,1596430182
masindi,1.67,31.71,64.78,71,55,1.77,UG,1596430183
kletskaya,49.31,43.06,68.02,57,0,6.6,RU,1596430183
mount gambier,-37.83,140.77,51.8,66,90,17.22,AU,1596430183
praia,14.92,-23.51,80.6,74,20,5.82,CV,1596430184
camacha,33.08,-16.33,68.0,72,40,13.87,PT,1596430167
kushiro,42.98,144.37,69.8,88,75,11.41,JP,1596430184
tilichiki,60.47,166.1,58.41,71,56,9.42,RU,1596430184
toba tek singh,30.97,72.48,105.42,30,0,13.89,PK,1596430185
hamilton,39.18,-84.53,70.0,94,1,3.58,US,1596430014
ilulissat,69.22,-51.1,44.6,75,3,1.12,GL,1596430185
sibu,2.3,111.82,86.0,70,20,8.05,MY,1596430185
minudasht,37.23,55.37,82.4,65,20,7.58,IR,1596430185
namibe,-15.2,12.15,66.88,69,0,6.35,AO,1596430185
vila franca do campo,37.72,-25.43,69.8,77,40,5.82,PT,1596430186
pokhara,28.23,83.98,81.37,71,87,0.78,NP,1596430186
ahuimanu,21.44,-157.84,82.4,69,75,11.41,US,1596430186
dori,14.04,-0.03,79.45,70,100,6.6,BF,1596430186
suzun,53.78,82.31,76.8,53,0,11.21,RU,1596430186
ati,13.22,18.34,74.55,86,100,12.73,TD,1596430187
soe,-9.86,124.28,79.59,51,64,6.38,ID,1596430187
katobu,-4.94,122.53,82.47,74,69,0.63,ID,1596430187
nicoya,10.15,-85.45,76.82,90,99,1.1,CR,1596430187
santa marta,11.24,-74.2,81.1,81,97,12.82,CO,1596430147
cascais,38.7,-9.42,64.99,89,76,25.99,PT,1596430128
rawson,-43.3,-65.1,50.23,58,84,23.73,AR,1596430188
phuket,8.0,98.25,86.0,74,75,13.87,TH,1596430188
abnub,27.27,31.15,80.6,32,26,4.32,EG,1596430188
metro,-5.11,105.31,88.3,56,57,6.98,ID,1596430188
harper,4.38,-7.72,71.96,79,92,2.17,LR,1596430189
comodoro rivadavia,-45.87,-67.5,53.6,50,100,4.7,AR,1596430189
taoudenni,22.68,-3.98,99.81,19,9,7.81,ML,1596430189
margate,51.38,1.39,64.0,82,99,1.99,GB,1596430189
calimete,22.53,-80.91,82.4,88,100,3.36,CU,1596430190
sibenik,43.73,15.91,75.2,53,0,5.82,HR,1596430190
jaguey grande,22.53,-81.13,77.0,100,20,5.82,CU,1596430190
marawi,8.0,124.29,84.0,79,88,7.0,PH,1596430190
mehamn,71.04,27.85,48.2,93,90,8.05,NO,1596430191
suntar,62.14,117.63,79.36,34,0,6.44,RU,1596430191
surman,32.76,12.57,82.38,23,0,6.42,LY,1596430191
atar,20.52,-13.05,92.68,13,0,8.77,MR,1596430192
arlit,18.74,7.39,88.95,41,100,15.1,NE,1596430192
bandarbeyla,9.49,50.81,85.03,48,33,34.05,SO,1596430192
oranjemund,-28.55,16.43,60.26,45,0,6.42,NA,1596430192
pottsville,40.69,-76.2,73.0,83,1,7.43,US,1596430193
hambantota,6.12,81.12,80.6,94,75,11.41,LK,1596430193
flin flon,54.77,-101.86,60.49,62,0,5.91,CA,1596430193
kyren,51.68,102.14,57.7,84,100,0.29,RU,1596430193
kahului,20.89,-156.47,82.4,58,20,21.92,US,1596430194
thinadhoo,0.53,72.93,83.26,76,100,11.79,MV,1596429981
dikson,73.51,80.55,53.13,78,77,15.26,RU,1596430194
aldan,58.6,125.39,69.17,49,85,10.4,RU,1596430194
pathein,16.78,94.73,80.24,88,100,14.94,MM,1596430194
srednekolymsk,67.45,153.68,66.02,46,61,8.08,RU,1596430195
kochi,9.94,76.26,78.8,94,75,3.36,IN,1596429909
outlook,51.5,-107.05,64.0,69,52,4.0,CA,1596430195
hualmay,-11.1,-77.61,58.53,85,37,8.21,PE,1596430152
mahajanga,-15.72,46.32,69.8,49,20,12.75,MG,1596430195
regina,50.45,-104.62,70.0,56,75,16.11,CA,1596430196
portland,45.52,-122.68,73.99,53,75,10.29,US,1596430043
lucapa,-8.42,20.74,64.02,38,50,4.94,AO,1596430196
baruun-urt,46.68,113.28,67.69,66,87,13.94,MN,1596430196
nome,64.5,-165.41,64.0,63,1,9.17,US,1596430196
karpogory,64.0,44.45,50.04,90,95,4.88,RU,1596430197
pevek,69.7,170.31,38.23,92,100,1.99,RU,1596430125
havoysund,71.0,24.66,50.0,93,90,6.93,NO,1596430197
nampula,-15.12,39.27,64.4,93,40,10.29,MZ,1596430197
eyl,7.98,49.82,85.03,49,36,32.82,SO,1596430198
beloha,-25.17,45.05,63.12,67,0,16.08,MG,1596430198
rio grande,-32.03,-52.1,62.73,91,67,4.68,BR,1596430198
nemuro,43.32,145.57,75.2,73,75,11.41,JP,1596430198
ballyhaunis,53.77,-8.77,51.01,96,29,7.0,IE,1596430199
mariinsk,56.21,87.75,75.47,47,3,7.65,RU,1596430199
lorengau,-2.02,147.27,83.97,76,68,12.19,PG,1596430199
garoua boulai,5.88,14.55,64.26,100,100,7.63,CM,1596430199
bolshoye nagatkino,54.52,47.97,62.6,93,90,2.24,RU,1596430199
saiha,22.48,92.97,89.67,58,91,2.44,IN,1596430200
coihaique,-45.58,-72.07,37.4,86,99,2.24,CL,1596430132
fort nelson,58.81,-122.7,73.4,60,75,5.82,CA,1596430173
macau,22.2,113.55,82.4,94,75,3.36,MO,1596429921
soledade,-28.82,-52.51,55.94,88,0,3.67,BR,1596430200
broken hill,-31.95,141.43,68.0,22,100,11.41,AU,1596430201
cam ranh,11.92,109.16,96.8,50,40,13.87,VN,1596430201
berdigestyakh,62.1,126.7,80.35,30,12,3.22,RU,1596430144
doha,25.29,51.53,100.99,53,38,5.82,QA,1596430201
conchas,-23.02,-48.01,55.8,94,0,5.06,BR,1596430202
svetlyy,54.67,20.13,64.0,87,97,4.03,RU,1596430202
rosarito,32.33,-117.03,71.01,93,40,3.36,MX,1596430202
karonga,-9.93,33.93,67.53,70,23,3.06,MW,1596430202
road town,18.42,-64.62,82.99,92,0,1.01,VG,1596430203
diffa,13.32,12.61,78.42,70,99,13.24,NE,1596430193
erenhot,43.65,111.98,78.24,34,0,14.74,CN,1596430009
ust-kishert,57.37,57.25,60.58,77,47,4.38,RU,1596430203
saldanha,-33.01,17.94,48.2,87,3,5.82,ZA,1596430204
lengshuitan,26.41,111.6,96.21,48,4,2.82,CN,1596430204
hailar,49.2,119.7,74.23,62,100,9.19,CN,1596430204
usinsk,65.99,57.53,55.65,92,100,11.83,RU,1596430204
yerbogachen,61.28,108.01,76.53,38,0,7.85,RU,1596430205
hofn,64.25,-15.21,50.94,92,100,0.65,IS,1596430205
weligama,5.97,80.42,82.11,77,100,11.27,LK,1596430205
surt,31.21,16.59,77.68,80,0,5.91,LY,1596430205
la romana,18.43,-68.97,78.8,94,40,6.02,DO,1596430206
abu samrah,35.3,37.18,78.96,45,0,5.41,SY,1596430206
adamovka,51.52,59.94,84.24,31,54,5.77,RU,1596430206
northam,51.03,-4.22,57.99,91,36,1.01,GB,1596430206
bereda,43.27,-7.54,55.99,100,55,1.01,ES,1596430207
mochalishche,56.33,48.35,59.0,100,40,2.24,RU,1596430207
sao joao da barra,-21.64,-41.05,63.66,76,0,7.05,BR,1596430207
sabinopolis,-18.67,-43.08,52.52,97,5,3.22,BR,1596430207
alvorada,-12.48,-49.12,66.78,50,24,3.53,BR,1596430207
dzemul,21.2,-89.3,77.59,93,8,4.54,MX,1596430208
high level,58.52,-117.14,73.4,88,75,4.7,CA,1596430208
xiongzhou,25.12,114.3,91.56,54,42,5.03,CN,1596430208
chapaevsk,52.98,49.71,62.6,82,20,4.47,RU,1596430208
male,4.17,73.51,82.89,79,100,12.86,MV,1596430209
mareeba,-17.0,145.43,71.01,74,74,3.0,AU,1596430209
oeiras,-7.03,-42.13,75.09,60,1,12.75,BR,1596430209
tecoanapa,16.52,-98.75,81.61,86,30,6.42,MX,1596430209
blagoyevo,63.37,47.92,51.93,93,99,6.82,RU,1596430209
praia da vitoria,38.73,-27.07,73.4,83,75,6.89,PT,1596430210
teknaf,20.86,92.31,89.49,66,82,4.52,BD,1596430210
tateyama,34.98,139.87,87.01,70,20,4.7,JP,1596430210
revda,56.8,59.93,69.8,68,40,4.47,RU,1596430210
moyamba,8.17,-12.43,70.88,96,86,1.61,SL,1596430210
manzhouli,49.6,117.43,69.87,73,100,12.75,CN,1596430211
gobabis,-22.45,18.97,39.2,55,0,2.24,NA,1596430211
olafsvik,64.89,-23.71,46.53,88,31,11.56,IS,1596430211
moron,-34.65,-58.62,57.99,83,93,7.0,AR,1596430211
severo-kurilsk,50.68,156.12,57.11,90,99,10.29,RU,1596430211
acari,-15.43,-74.62,60.71,67,52,3.83,PE,1596430212
burhar,23.22,81.53,90.28,58,69,10.09,IN,1596430212
simbahan,6.3,120.58,83.25,72,71,5.66,PH,1596430212
gornopravdinsk,60.05,69.9,83.71,49,0,9.46,RU,1596430212
laguna,38.42,-121.42,78.01,41,1,8.05,US,1596430151
aksarka,66.56,67.8,69.73,78,100,13.78,RU,1596430213
natal,-5.79,-35.21,71.6,88,6,5.82,BR,1596430213
loukhi,66.08,33.04,56.62,68,44,3.38,RU,1596430213
moose factory,51.26,-80.61,48.2,100,90,6.93,CA,1596430213
guerrero negro,27.98,-114.06,72.16,73,48,14.92,MX,1596430005
baykit,61.67,96.37,78.21,36,17,4.36,RU,1596430214
richards bay,-28.78,32.04,61.99,76,0,15.59,ZA,1596430214
krasnoselkup,65.7,82.47,73.49,51,46,8.28,RU,1596430214
kidal,18.44,1.41,81.79,57,100,18.68,ML,1596430178
port lincoln,-34.73,135.87,56.77,60,58,8.97,AU,1596430214
havelock,34.88,-76.9,84.0,83,1,4.7,US,1596430215
jiexiu,37.02,111.91,95.97,28,89,2.3,CN,1596430215
santa isabel do rio negro,-0.41,-65.02,72.21,95,47,1.99,BR,1596430215
zaozerne,45.16,33.28,71.47,48,0,4.09,UA,1596430215
taksimo,56.34,114.88,71.69,54,69,5.3,RU,1596430216
mamlyutka,54.94,68.54,86.0,40,0,4.47,KZ,1596430216
saint-michel-des-saints,46.68,-73.92,68.0,9,92,1.01,CA,1596430216
shimoda,34.67,138.95,84.2,70,20,4.7,JP,1596430216
russell,32.35,-85.2,82.4,88,75,2.98,US,1596430210
ambon,-3.7,128.18,82.4,78,75,5.82,ID,1596430217
meulaboh,4.14,96.13,84.69,67,98,3.71,ID,1596430217
nanyamba,-10.68,39.83,67.8,82,5,7.38,TZ,1596430217
komarno,47.76,18.12,70.0,56,84,8.05,SK,1596430217
kayerkan,69.35,87.76,68.0,60,56,6.71,RU,1596430218
shumerlya,55.5,46.41,60.62,82,35,2.62,RU,1596430218
ararangua,-28.93,-49.49,59.31,82,20,2.77,BR,1596430218
yei,4.09,30.68,67.39,93,96,1.74,SS,1596430219
itarema,-2.92,-39.92,77.11,81,37,14.61,BR,1596430219
luderitz,-26.65,15.16,60.8,37,0,2.24,NA,1596430219
marathon,44.9,-89.77,59.0,77,90,4.7,US,1596430149
leon,21.12,-101.67,68.0,82,90,5.32,MX,1596430219
dubbo,-32.25,148.62,62.6,55,100,9.17,AU,1596430220
skjervoy,70.03,20.97,55.4,66,1,14.99,NO,1596430220
ayna,-12.65,-73.92,57.47,58,41,1.9,PE,1596430220
marinette,45.1,-87.63,59.0,76,90,3.36,US,1596429932
litovko,49.24,135.17,58.71,95,100,14.03,RU,1596430220
livingston,55.9,-3.52,48.99,93,12,4.7,GB,1596430221
upata,8.01,-62.4,70.61,97,100,3.42,VE,1596430221
rockhampton,-23.38,150.5,73.4,40,90,8.05,AU,1596430221
xam nua,20.42,104.04,74.12,86,100,1.63,LA,1596430221
sorland,67.67,12.69,64.4,59,3,11.41,NO,1596430221
panaba,21.28,-88.27,76.82,93,88,6.15,MX,1596430222
nsanje,-16.92,35.26,62.24,89,26,3.18,MW,1596430222
bonavista,48.65,-53.11,55.99,73,19,1.99,CA,1596430222
berezanka,46.85,31.39,59.0,72,0,2.24,UA,1596430222
kamaishi,39.27,141.88,80.6,74,75,5.82,JP,1596430222
ouesso,1.61,16.05,69.42,96,86,3.62,CG,1596430223
bollnas,61.35,16.39,55.99,98,23,7.09,SE,1596430223
port keats,-14.25,129.55,80.28,36,86,12.01,AU,1596430223
nagato,34.38,131.2,86.0,79,75,9.17,JP,1596430223
ipixuna,-1.76,-48.8,78.8,83,52,9.17,BR,1596430224
dekar,-21.53,21.93,44.92,59,0,7.9,BW,1596430224
karaton,-6.34,106.1,89.6,59,40,12.75,ID,1596430224
chernyshevskiy,63.01,112.47,76.1,34,39,6.76,RU,1596430224
payo,-3.75,103.64,91.49,44,38,4.74,ID,1596430225
ust-tsilma,65.44,52.15,57.81,76,98,7.11,RU,1596430225
inuvik,68.35,-133.72,55.4,87,90,4.7,CA,1596430225
kargasok,59.06,80.86,78.1,53,24,4.45,RU,1596430225
kurilsk,45.23,147.88,66.88,81,51,6.04,RU,1596430226
buraydah,26.33,43.98,87.8,35,0,11.41,SA,1596430226
yaan,7.38,8.57,71.42,95,100,7.4,NG,1596430226
ambatofinandrahana,-20.55,46.8,49.75,77,74,16.37,MG,1596430226
machado,-21.67,-45.92,51.93,83,0,2.35,BR,1596430226
clonakilty,51.62,-8.87,51.8,87,75,5.82,IE,1596430227
beira,-19.84,34.84,62.6,100,75,4.7,MZ,1596430227
tairua,-37.02,175.85,57.0,83,95,1.01,NZ,1596430227
san luis,-33.3,-66.34,55.74,60,9,6.62,AR,1596429956
zabol,32.25,67.25,82.69,12,0,11.43,AF,1596430228
ostrovnoy,68.05,39.51,50.27,83,100,14.7,RU,1596430228
sayyan,15.17,44.32,61.5,70,94,2.55,YE,1596430228
paliyad,22.25,71.57,88.86,65,43,4.88,IN,1596430228
loreto,22.27,-101.97,65.52,69,65,11.23,MX,1596430228
tecpan,14.76,-90.99,69.8,83,40,11.41,GT,1596430229
orlovskiy,46.87,42.06,70.52,52,1,5.55,RU,1596430229
zwedru,6.07,-8.13,65.12,98,83,2.13,LR,1596430229
ust-koksa,50.27,85.61,71.35,50,0,1.23,RU,1596430229
eureka,40.8,-124.16,60.01,93,1,5.82,US,1596430230
nambucca heads,-30.65,153.0,72.0,49,24,11.41,AU,1596430230
trairi,-3.28,-39.27,76.01,85,24,11.95,BR,1596430230
tongliao,43.61,122.27,94.17,25,0,16.58,CN,1596430230
la rioja,42.25,-2.5,60.8,77,69,6.93,ES,1596430230
ambilobe,-13.2,49.05,79.02,52,21,5.37,MG,1596430231
cristalina,-16.77,-47.61,53.65,71,0,6.76,BR,1596430231
parana,-31.73,-60.52,71.01,66,70,1.01,AR,1596430231
noumea,-22.28,166.46,75.2,47,75,12.75,NC,1596429985
cochrane,51.18,-114.47,72.0,77,1,3.36,CA,1596430231
joaima,-16.65,-41.03,57.67,90,18,2.48,BR,1596430232
san joaquin,10.26,-67.79,74.62,77,21,5.59,VE,1596430232
palu,-0.89,119.87,82.53,69,97,0.85,ID,1596430232
brae,60.4,-1.35,51.8,87,100,17.22,GB,1596430170
aksu,41.12,80.26,88.36,18,11,0.49,CN,1596430232
sirnak,37.52,42.46,81.41,17,0,2.19,TR,1596430233
arrifes,37.77,-25.7,69.8,77,40,5.82,PT,1596430233
ullal,12.8,74.85,80.6,88,90,11.41,IN,1596430233
dongsheng,39.82,109.98,80.64,22,0,7.49,CN,1596430233
rupert,42.62,-113.68,80.6,39,1,8.01,US,1596430233
jalu,29.03,21.55,75.42,79,0,9.37,LY,1596430234
monrovia,6.3,-10.8,75.18,85,94,7.94,LR,1596430234
santiago del estero,-27.8,-64.26,72.01,51,71,6.89,AR,1596430234
cagliliog,13.9,123.29,90.64,58,100,2.33,PH,1596430234
kismayo,-0.36,42.55,77.77,75,37,17.34,SO,1596430234
pundaguitan,6.37,126.17,78.06,88,100,9.64,PH,1596430235
shaunavon,49.65,-108.42,70.3,40,0,16.11,CA,1596430235
kiruna,67.86,20.23,51.8,87,70,2.24,SE,1596430235
san vicente,-26.62,-54.13,56.77,88,0,3.02,AR,1596430235
kud,33.08,75.28,89.6,79,75,5.82,IN,1596430236
nabire,-3.37,135.48,85.39,72,13,3.18,ID,1596430236
porto novo,6.5,2.6,77.0,83,40,11.41,BJ,1596430236
faanui,-16.48,-151.75,78.67,76,49,8.84,PF,1596430132
carrollton,32.95,-96.89,84.99,48,1,3.36,US,1596430137
chapais,49.78,-74.85,62.6,93,90,12.75,CA,1596430020
kindu,-2.95,25.95,70.23,66,44,2.51,CD,1596430237
cerrito,6.84,-72.69,52.84,86,73,2.39,CO,1596430237
bogoslovka,53.21,44.8,62.01,65,5,4.52,RU,1596430237
cham,49.24,12.68,63.0,99,100,4.0,DE,1596430238
misratah,32.38,15.09,79.21,58,0,6.8,LY,1596430238
drobak,59.66,10.63,57.0,70,0,1.01,NO,1596430238
gushikawa,26.35,127.87,89.6,66,40,18.34,JP,1596430238
leh,34.17,77.58,65.91,27,0,5.95,IN,1596430239
sola,-13.88,167.55,75.34,86,70,19.93,VU,1596430239
